date,time,username,name,tweet,mentions,hashtags,link,reply_to,language,positive_sentiment,neutral_sentiment,negative_sentiment,compound_sentiment,positive_tweet,negative_tweet
2020-02-11,00:08:10,carliewaibel,Carlie Waibel,CBS Boston: What I Have Is Grit’: Amy Klobuchar Enthusiastic After Recent New Hampshire Surge  ,[],[],https://twitter.com/carliewaibel/status/1227021470443937794,"[{'user_id': '180501869', 'username': 'carliewaibel'}]",en,0.198,0.802,0.0,0.4939,1,0
2020-02-11,00:07:10,wmur9,WMUR TV,"""I'm asking for your vote because I believe that we need someone that can bring people together."" 

In her final pitch, @amyklobuchar tells New Hampshire voters that she will fight for them as President of the United States.  ",['amyklobuchar'],"['#fitn', '#nhpolitics']",https://twitter.com/WMUR9/status/1227021221352681472,"[{'user_id': '14662569', 'username': 'WMUR9'}, {'user_id': '33537967', 'username': 'amyklobuchar'}]",en,0.069,0.866,0.064,0.0516,1,0
2020-02-11,00:07:06,thehill,The Hill,Klobuchar surges to third place in New Hampshire tracking poll  ,[],[],https://twitter.com/thehill/status/1227021205422714880,"[{'user_id': '1917731', 'username': 'thehill'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-11,00:07:00,michaelrwear,Michael Wear,(Not the event...my prediction for tomorrow),"['danny_funaro', 'crawfordstuff', 'amyklobuchar']",[],https://twitter.com/MichaelRWear/status/1227021179032084480,"[{'user_id': '362318851', 'username': 'MichaelRWear'}, {'user_id': '164150430', 'username': 'Danny_Funaro'}, {'user_id': '59343158', 'username': 'CrawfordStuff'}, {'user_id': '33537967', 'username': 'amyklobuchar'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-11,00:06:39,michaelrwear,Michael Wear,Did you see this? ,"['danny_funaro', 'crawfordstuff', 'amyklobuchar']",[],https://twitter.com/MichaelRWear/status/1227021089315999745,"[{'user_id': '362318851', 'username': 'MichaelRWear'}, {'user_id': '164150430', 'username': 'Danny_Funaro'}, {'user_id': '59343158', 'username': 'CrawfordStuff'}, {'user_id': '33537967', 'username': 'amyklobuchar'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-11,00:05:38,michaelrwear,Michael Wear,Why yes I have. I think Sen Klobuchar might be worth listening to as a Democrat who wins everywhere,"['danny_funaro', 'crawfordstuff', 'amyklobuchar']",[],https://twitter.com/MichaelRWear/status/1227020833530531846,"[{'user_id': '362318851', 'username': 'MichaelRWear'}, {'user_id': '164150430', 'username': 'Danny_Funaro'}, {'user_id': '59343158', 'username': 'CrawfordStuff'}, {'user_id': '33537967', 'username': 'amyklobuchar'}]",en,0.39,0.61,0.0,0.8074,1,0
2020-02-11,00:01:29,emilycheath,Emily C. Heath,"A day later and I’ve had no replies to this tweet. Y’all, I’m a NH voter. Not one @amyklobuchar supporter out there is engaging NH voters? That’s not encouraging. #AmyKlobuchar #AmyForAmerica",['amyklobuchar'],"['#amyklobuchar', '#amyforamerica']",https://twitter.com/emilycheath/status/1227019788058320896,"[{'user_id': '188924633', 'username': 'emilycheath'}, {'user_id': '33537967', 'username': 'amyklobuchar'}]",en,0.256,0.574,0.17,0.6679,1,0
2020-02-10,23:59:31,bdomenech,Ben Domenech,"Media Democrats Are Hoping To Get Behind Klobuchar, But Is Her Surge Real? - @CBedfordDC in NH ",['cbedforddc'],[],https://twitter.com/bdomenech/status/1227019295252717572,"[{'user_id': '14989516', 'username': 'bdomenech'}, {'user_id': '368918608', 'username': 'CBedfordDC'}]",en,0.343,0.657,0.0,0.8074,1,0
2020-02-10,23:58:00,cspanwj,Washington Journal,"TUES| Andrew Hosmer (@SenatorHosmer), Mayor of Laconia, New Hampshire discusses the 2020 New Hampshire primary & his endorsement of Senator Amy Klobuchar 

Watch live at 9:30am!  ",['senatorhosmer'],[],https://twitter.com/cspanwj/status/1227018912266629120,"[{'user_id': '15923226', 'username': 'cspanwj'}, {'user_id': '703356906', 'username': 'SenatorHosmer'}]",en,0.097,0.903,0.0,0.3802,1,0
2020-02-10,23:55:56,ashadahya,Asha Dahya,"Also the entire GOP have fought against birth control coverage for years, and especially with the ACA.","['brockray', 'smithkl42', 'redwhtblue', 'crawfordstuff', 'mattklewis', 'amyklobuchar']",[],https://twitter.com/Ashadahya/status/1227018393435246593,"[{'user_id': '24792733', 'username': 'Ashadahya'}, {'user_id': '28123185', 'username': 'brockray'}, {'user_id': '24049129', 'username': 'smithkl42'}, {'user_id': '2989197115', 'username': 'RedWhtBlue'}, {'user_id': '59343158', 'username': 'CrawfordStuff'}, {'user_id': '16887628', 'username': 'mattklewis'}, {'user_id': '33537967', 'username': 'amyklobuchar'}]",en,0.0,0.874,0.126,-0.3182,0,1
2020-02-10,23:54:17,emilycheath,Emily C. Heath,"I wish the @amyklobuchar campaign had been on the ground earlier here in NH. Even being involved in local politics, I didn’t hear much about her events until the last few weeks. There was a serious lack of ground game. #NHprimary 1/3",['amyklobuchar'],['#nhprimary'],https://twitter.com/emilycheath/status/1227017976177725440,"[{'user_id': '188924633', 'username': 'emilycheath'}, {'user_id': '33537967', 'username': 'amyklobuchar'}]",en,0.147,0.774,0.08,0.6166,1,0
2020-02-10,23:53:35,feministabulous,Liz Plank,Trump supporter just told me Klobuchar would be the hardest democrat for Trump to beat because she’s smart and tough.,[],[],https://twitter.com/feministabulous/status/1227017803401695234,"[{'user_id': '267915933', 'username': 'feministabulous'}]",en,0.206,0.73,0.064,0.5106,1,0
2020-02-10,23:40:11,timjhogan,Tim Hogan,"WSJ: Ms. Sawyer attended a campaign event Sunday in Manchester. She said she had seen clips of Ms. Klobuchar’s debate performance, which has helped her lean more toward the senator. “I watched her closing statement, and I said, ‘I was getting goosies.’”  ",[],[],https://twitter.com/timjhogan/status/1227014431630118916,"[{'user_id': '221298491', 'username': 'timjhogan'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,23:40:00,reutersindia,Reuters India,"‘I don’t have the biggest bank account in this race,’ said U.S. Senator Amy Klobuchar as she campaigned in New Hampshire on the eve of the primary. More here:  ",[],[],https://twitter.com/ReutersIndia/status/1227014382330220545,"[{'user_id': '15954704', 'username': 'ReutersIndia'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,23:38:11,chadsday,Chad Day,".@tparti with a nice moment here: 

NH voter Marni Sawyer said she had seen clips of Ms. Klobuchar’s debate performance. “I watched her closing statement, and I said, ‘I was getting goosies.’ ”  ",['tparti'],[],https://twitter.com/ChadSDay/status/1227013927982247936,"[{'user_id': '15525272', 'username': 'ChadSDay'}, {'user_id': '47837269', 'username': 'tparti'}]",en,0.194,0.806,0.0,0.7739,1,0
2020-02-10,23:34:10,gregpinelo,Greg Pinelo,"Number that makes me think Klobuchar may really be on the move is the $2.5 million she raised day after the debate. All things considered, that's a bomb. I withdraw my previous skepticism about her having a path. If there's one candidate who might pull an upset tomorrow, it's her",[],[],https://twitter.com/gregpinelo/status/1227012916228108295,"[{'user_id': '21757965', 'username': 'gregpinelo'}]",en,0.025,0.825,0.15,-0.7579,0,1
2020-02-10,23:31:57,markfollman,Mark Follman,"And yet, to dispatch the totality of Trump’s ugliness as old news is also to help normalize it? Seems like the key is finding a strong balance of skewering Trump and offering an uplifting message/smart policy ideas. At the moment, Klobuchar appears to be making a good run at that",['chrislhayes'],[],https://twitter.com/markfollman/status/1227012359186599936,"[{'user_id': '44978716', 'username': 'markfollman'}, {'user_id': '4207961', 'username': 'chrislhayes'}]",en,0.196,0.74,0.064,0.7717,1,0
2020-02-10,23:31:38,spulliam,Sarah Pulliam Bailey,I did ask her (along with all of the candidates) and I didn’t hear back.,"['eddierobbins', 'ryan_kearns', 'amyklobuchar', 'tulsigabbard']",[],https://twitter.com/spulliam/status/1227012279167803393,"[{'user_id': '15027086', 'username': 'spulliam'}, {'user_id': '297931250', 'username': 'eddierobbins'}, {'user_id': '234650199', 'username': 'Ryan_kearns'}, {'user_id': '33537967', 'username': 'amyklobuchar'}, {'user_id': '26637348', 'username': 'TulsiGabbard'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,23:31:14,spulliam,Sarah Pulliam Bailey,"To be clear, I see a lot of things as part of my beat that also interest people who are not religious (climate change, Israel, education). And our health/politics team covers abortion quite a bit. It’s both/and, not just me.","['rebeccavm', 'amyklobuchar', 'secularprolife']",[],https://twitter.com/spulliam/status/1227012176277377025,"[{'user_id': '15027086', 'username': 'spulliam'}, {'user_id': '16563031', 'username': 'rebeccavm'}, {'user_id': '33537967', 'username': 'amyklobuchar'}, {'user_id': '162818476', 'username': 'secularprolife'}]",en,0.138,0.862,0.0,0.6808,1,0
2020-02-10,23:30:38,davidgura,David Gura,"On @MSNBC, @AriMelber is interviewing a New Hampshire voter, in the audience for his show, who says she has seen @amyklobuchar three times since the #DemDebate on Friday night.","['msnbc', 'arimelber', 'amyklobuchar']",['#demdebate'],https://twitter.com/davidgura/status/1227012028008628224,"[{'user_id': '14888467', 'username': 'davidgura'}, {'user_id': '2836421', 'username': 'MSNBC'}, {'user_id': '15441965', 'username': 'AriMelber'}, {'user_id': '33537967', 'username': 'amyklobuchar'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,23:29:00,cspan,CSPAN,"Sen. @AmyKlobuchar Holds Get-Out-the-Vote Rally in Rochester, NH – LIVE at 7pm ET on C-SPAN2  ",['amyklobuchar'],"['#fitn', '#nypolitics']",https://twitter.com/cspan/status/1227011614093660160,"[{'user_id': '15675138', 'username': 'cspan'}, {'user_id': '33537967', 'username': 'amyklobuchar'}]",en,0.232,0.768,0.0,0.6037,1,0
2020-02-10,23:28:32,zaleskiluke,Luke Zaleski,"Did CNN give him too much free airtime? Yes. Does the pundit class suck? Yes. Did the Times spend too much time on “her emails”? Yes. And more, but they’ve reported who he is too. Fox bares blame but they’re not the press. They’re a state news network defending a dictator wannabe","['skwidj', 'gspphoto', 'stephebbs', 'amyklobuchar']",[],https://twitter.com/ZaleskiLuke/status/1227011497840300043,"[{'user_id': '1488026569', 'username': 'ZaleskiLuke'}, {'user_id': '33588567', 'username': 'Skwidj'}, {'user_id': '500389435', 'username': 'gspphoto'}, {'user_id': '123654963', 'username': 'stephebbs'}, {'user_id': '33537967', 'username': 'amyklobuchar'}]",en,0.144,0.768,0.088,0.2937,1,0
2020-02-10,23:27:21,motherjones,Mother Jones,Amy Klobuchar is surging in New Hampshire (via @kdrum) ,['kdrum'],[],https://twitter.com/MotherJones/status/1227011201483386881,"[{'user_id': '18510860', 'username': 'MotherJones'}, {'user_id': '18276341', 'username': 'kdrum'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,23:25:36,originalspin,Jeff Yang,"NAACP and BLM in Klobuchar’s own state want to remind you that Amy’s a cop (of the tough on crime/reform is for the weak variety)

Anyone who railed Harris for her prosecutorial record should be going through Klobuchar’s with a fine toothed eatin’ comb
 ",[],[],https://twitter.com/originalspin/status/1227010758606835721,"[{'user_id': '14278608', 'username': 'originalspin'}]",en,0.068,0.835,0.097,-0.3182,0,1
2020-02-10,23:23:58,ninamoini,Nina Moini,"Anyone remember this from 2017? Was just thinking -- what a difference a couple of years has made for #MN Sen. @amyklobuchar . ""Senator identified as ""a woman"" in photo with male Senate colleagues""  ","['amyklobuchar', 'huffpostwomen']",['#mn'],https://twitter.com/ninamoini/status/1227010348961730560,"[{'user_id': '73573833', 'username': 'ninamoini'}, {'user_id': '33537967', 'username': 'amyklobuchar'}, {'user_id': '309978842', 'username': 'HuffPostWomen'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,23:22:53,amybwang,Amy B Wang,"Klobuchar revels in new excitement around her campaign in New Hampshire

via @wpjenna ",['wpjenna'],[],https://twitter.com/amybwang/status/1227010075883188226,"[{'user_id': '57391774', 'username': 'amybwang'}, {'user_id': '15893354', 'username': 'wpjenna'}]",en,0.211,0.789,0.0,0.4939,1,0
2020-02-10,23:21:50,emilycrockett,Emily Crockett,"This is less a question of whether Klobuchar ""opposes abortion"" (obviously she doesn't) than whether she is informed enough to understand how anti-choice narratives become conventional wisdom, vigilant enough not to be duped by them, or committed enough to fighting them.  ",[],[],https://twitter.com/emilycrockett/status/1227009813013520391,"[{'user_id': '29372259', 'username': 'emilycrockett'}]",en,0.203,0.744,0.053,0.7212,1,0
2020-02-10,23:12:00,mediaite,Mediaite,Fox Hosts Offer Klobuchar Praise for Concerns About 'Socialist' Nominee: Could Be Trump's 'Toughest Challenge'  ,[],[],https://twitter.com/Mediaite/status/1227007337967357953,"[{'user_id': '29465136', 'username': 'Mediaite'}]",en,0.269,0.659,0.071,0.5574,1,0
2020-02-10,23:05:00,reuters,Reuters,"‘I don’t have the biggest bank account in this race,’ said Amy Klobuchar as she campaigned in New Hampshire on the eve of the primary  ",[],[],https://twitter.com/Reuters/status/1227005574753198080,"[{'user_id': '1652541', 'username': 'Reuters'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,23:01:11,newshour,PBS NewsHour,"This was the view @LisaDNews had of a Klobuchar event over the weekend. 

She estimated several hundred people packed inside the Manchester venue.  ",['lisadnews'],[],https://twitter.com/NewsHour/status/1227004616665128963,"[{'user_id': '14437914', 'username': 'NewsHour'}, {'user_id': '114050808', 'username': 'LisaDNews'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,23:01:11,newshour,PBS NewsHour,"Klobuchar told @JudyWoodruff that she wants New Hampshire voters to “look at me as a fresh face.” 

“It is good to have someone new, but it's also good to have someone with experience,” she said. ",['judywoodruff'],[],https://twitter.com/NewsHour/status/1227004615146819586,"[{'user_id': '14437914', 'username': 'NewsHour'}, {'user_id': '48144950', 'username': 'JudyWoodruff'}]",en,0.194,0.806,0.0,0.7543,1,0
2020-02-10,23:00:27,wmur9,WMUR TV,Senator Amy Klobuchar is in the newsroom making her final primary pitch on WMUR. Love the sneaks! via @AndyWMUR ,['andywmur'],[],https://twitter.com/WMUR9/status/1227004428600868864,"[{'user_id': '14662569', 'username': 'WMUR9'}, {'user_id': '1876823773', 'username': 'AndyWMUR'}]",en,0.2,0.8,0.0,0.6696,1,0
2020-02-10,22:56:48,meetthepress,Meet the Press,"WATCH: Sen. Amy Klobuchar campaign manager Justin Buoen describes their next steps #MTPDaily
@jbuoen: ""We've got a team on the ground in Nevada and South Carolina, we've already got folks in Super Tuesday states .... we're going to bring our message to the voters."" ",['jbuoen'],['#mtpdaily'],https://twitter.com/MeetThePress/status/1227003512732733440,"[{'user_id': '11856892', 'username': 'MeetThePress'}, {'user_id': '226253646', 'username': 'jbuoen'}]",en,0.085,0.915,0.0,0.5994,1,0
2020-02-10,22:54:27,spulliam,Sarah Pulliam Bailey,Implied or explicitly stated?,"['ryan_kearns', 'amyklobuchar', 'tulsigabbard']",[],https://twitter.com/spulliam/status/1227002921453268992,"[{'user_id': '15027086', 'username': 'spulliam'}, {'user_id': '234650199', 'username': 'Ryan_kearns'}, {'user_id': '33537967', 'username': 'amyklobuchar'}, {'user_id': '26637348', 'username': 'TulsiGabbard'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,22:49:31,adrielhampton,🅰️driel H🅰️mpton,#HotDadsForAmy #SailorsForAmy ❤️👑 @amyklobuchar  ,['amyklobuchar'],"['#hotdadsforamy', '#sailorsforamy']",https://twitter.com/adrielhampton/status/1227001679532310528,"[{'user_id': '15250836', 'username': 'adrielhampton'}, {'user_id': '33537967', 'username': 'amyklobuchar'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,22:45:00,7news,7News Boston WHDH,Klobuchar gets support from family on campaign trail  ,[],['#7news'],https://twitter.com/7News/status/1227000541131223041,"[{'user_id': '16558796', 'username': '7News'}]",en,0.278,0.722,0.0,0.4019,1,0
2020-02-10,22:43:33,eschor,Elana Schor,"I'd contextualize it as a conversation about when and if any Dem would set restrictions. Given that Klobuchar has backed a bill prohibiting restrictive state-level abortion laws, I think her efforts to create at least rhetorical space for anti-abortion Dems are interesting.","['steveptweets', 'andyrowell']",[],https://twitter.com/eschor/status/1227000176394547200,"[{'user_id': '46417885', 'username': 'eschor'}, {'user_id': '14441042', 'username': 'StevePtweets'}, {'user_id': '15895416', 'username': 'AndyRowell'}]",en,0.141,0.859,0.0,0.5994,1,0
2020-02-10,22:43:09,meetthepress,Meet the Press,".@jbuoen on Amy Klobuchar's next steps:

""We've got a team on the ground in Nevada and South Carolina, we've already got folks in Super Tuesday states, we obviously had a big fundraising weekend ... we're going to bring our message to the voters."" #MTPDaily",['jbuoen'],['#mtpdaily'],https://twitter.com/MeetThePress/status/1227000078688276481,"[{'user_id': '11856892', 'username': 'MeetThePress'}, {'user_id': '226253646', 'username': 'jbuoen'}]",en,0.087,0.913,0.0,0.5994,1,0
2020-02-10,22:42:02,cnnpolitics,CNN Politics,Amy Klobuchar's boomlet clogs the moderate lane | Analysis  ,[],[],https://twitter.com/CNNPolitics/status/1226999797145620481,"[{'user_id': '13850422', 'username': 'CNNPolitics'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,22:36:43,bloombergca,Bloomberg Canada,Amy Klobuchar is having a moment in New Hampshire  ,[],[],https://twitter.com/BloombergCA/status/1226998455601594368,"[{'user_id': '2585696372', 'username': 'BloombergCA'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,22:28:54,wbz,WBZ | CBS Boston News,"‘What I Have Is Grit’: Amy Klobuchar Enthusiastic After Recent New Hampshire Surge
 ",[],[],https://twitter.com/wbz/status/1226996489467170818,"[{'user_id': '16334139', 'username': 'wbz'}]",en,0.225,0.775,0.0,0.4939,1,0
2020-02-10,22:27:17,postpolitics,Post Politics,Klobuchar gets a moment — and hopes she can make it last  ,[],[],https://twitter.com/postpolitics/status/1226996083332702213,"[{'user_id': '14345062', 'username': 'postpolitics'}]",en,0.237,0.763,0.0,0.4215,1,0
2020-02-10,22:25:20,yossigestetner,Yossi Gestetner,"Why is @amyklobuchar not the Rommey of @SenateDems? In fact, why is no Senate Dem behaving like McCain/Romney on any major topic?","['mzhemingway', 'amyklobuchar', 'senatedems']",[],https://twitter.com/YossiGestetner/status/1226995591517016070,"[{'user_id': '63525003', 'username': 'YossiGestetner'}, {'user_id': '18005085', 'username': 'MZHemingway'}, {'user_id': '33537967', 'username': 'amyklobuchar'}, {'user_id': '73238146', 'username': 'SenateDems'}]",en,0.114,0.798,0.088,0.168,1,0
2020-02-10,22:24:44,alexkotch,Alex Kotch,My fault: Klobuchar is -3 in this latest poll.,[],[],https://twitter.com/alexkotch/status/1226995440018755585,"[{'user_id': '145348411', 'username': 'alexkotch'}]",en,0.0,0.748,0.252,-0.4019,0,1
2020-02-10,22:22:44,dcexaminer,Washington Examiner,"""Everyone would cheer for Mitt Romney in the last few days, and I think it shows how things are kind of upside-down in our country.""

@AmyKlobuchar says crowds are cheering for @MittRomney after vote to convict @realDonaldTrump. ","['amyklobuchar', 'mittromney', 'realdonaldtrump']",[],https://twitter.com/dcexaminer/status/1226994937335615492,"[{'user_id': '18956073', 'username': 'dcexaminer'}, {'user_id': '33537967', 'username': 'amyklobuchar'}, {'user_id': '50055701', 'username': 'MittRomney'}, {'user_id': '25073877', 'username': 'realDonaldTrump'}]",en,0.163,0.837,0.0,0.765,1,0
2020-02-10,22:22:41,mzhemingway,Mollie,Klobuchar: Democratic crowds are cheering for Romney  ,[],[],https://twitter.com/MZHemingway/status/1226994927193796608,"[{'user_id': '18005085', 'username': 'MZHemingway'}]",en,0.355,0.645,0.0,0.5106,1,0
2020-02-10,22:20:18,eyad1949,إياد أبو شقرا,"#US #elections #Klobuchar

The only credible mainstream Democratic candidate is given only %4  support!!
Trust the #Democrats to always snatch defeat from the jaws of victory...",['cnn'],"['#us', '#elections', '#klobuchar', '#democrats']",https://twitter.com/eyad1949/status/1226994327777349635,"[{'user_id': '1834427036', 'username': 'eyad1949'}, {'user_id': '759251', 'username': 'CNN'}]",en,0.202,0.706,0.092,0.555,1,0
2020-02-10,22:20:00,jljacobson,Jodi Jacobson,"This is bullshit. There is no common ground of this kind. The GOP has forever been trying to eliminate access to contraception, never mind abortion; many so-called pro-life Dems R pro-birth, not pro-choice. This is stigmatizing @amyklobuchar ... but I am not surprised. Do better.  ",['amyklobuchar'],[],https://twitter.com/jljacobson/status/1226994250019196929,"[{'user_id': '21293089', 'username': 'jljacobson'}, {'user_id': '33537967', 'username': 'amyklobuchar'}]",en,0.05,0.766,0.184,-0.6816,0,1
2020-02-10,22:15:20,garretthaake,Garrett Haake,"ICYMI: My interview with @amyklobuchar today on her momentum in NH, and how she hopes to use whatever happens here as a springboard into the next phase of the primary: introducing herself to more diverse audiences

 ",['amyklobuchar'],[],https://twitter.com/GarrettHaake/status/1226993076327063552,"[{'user_id': '47991586', 'username': 'GarrettHaake'}, {'user_id': '33537967', 'username': 'amyklobuchar'}]",en,0.169,0.831,0.0,0.7739,1,0
2020-02-10,22:14:56,nhpr,NH Public Radio,"Amy Klobuchar made a final pitch to a capacity crowd of more than 500 voters in Exeter today. ""I've always told people that if you are tired of the extremes in our politics, and the noise and the nonsense, you have a home with me.""  ",[],"['#nhprimary', '#nhpolitics']",https://twitter.com/nhpr/status/1226992976339009541,"[{'user_id': '10649692', 'username': 'nhpr'}]",en,0.0,0.877,0.123,-0.6808,0,1
2020-02-10,22:04:36,jamiedupree,Jamie Dupree,"Amy Klobuchar is again seeing larger crowds today.  This was at the Exeter Town Hall this afternoon, where the room couldn't hold everyone.  Klobuchar noted that she's seen an influx of money, and her poll numbers are up 

 ",[],[],https://twitter.com/jamiedupree/status/1226990376243822593,"[{'user_id': '27882000', 'username': 'jamiedupree'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,21:58:59,dailymail,Daily Mail US,'We are on the cusp of something really great': Amy Klobuchar has supporters banging their feet after strong debate performance  ,[],[],https://twitter.com/DailyMail/status/1226988962817986561,"[{'user_id': '380285402', 'username': 'DailyMail'}]",en,0.256,0.744,0.0,0.7351,1,0
2020-02-10,21:58:38,authorkimberley,Kimberley Johnson,"What about being personally pro-life but allowing each person and doctor to decide what's best for the patient, @WalshFreedom? Do you believe women should be forced to give birth against their will? And there is no such thing as elective late-term abortion.","['walshfreedom', 'amyklobuchar']",[],https://twitter.com/AuthorKimberley/status/1226988872669769728,"[{'user_id': '198357693', 'username': 'AuthorKimberley'}, {'user_id': '236487888', 'username': 'WalshFreedom'}, {'user_id': '33537967', 'username': 'amyklobuchar'}]",en,0.112,0.751,0.138,0.0926,0,1
2020-02-10,21:56:47,byronyork,Byron York,New: Klobuchar: Democratic crowds are cheering for Mitt Romney.  ,[],[],https://twitter.com/ByronYork/status/1226988407626313728,"[{'user_id': '47739450', 'username': 'ByronYork'}]",en,0.292,0.708,0.0,0.5106,1,0
2020-02-10,21:55:46,spulliam,Sarah Pulliam Bailey,This is interesting. I think @amyklobuchar is the first/only 2020 candidate to explicitly say she welcomes Democrats who oppose abortion rights. Here's the background on this:  ,['amyklobuchar'],[],https://twitter.com/spulliam/status/1226988152432316416,"[{'user_id': '15027086', 'username': 'spulliam'}, {'user_id': '33537967', 'username': 'amyklobuchar'}]",en,0.19,0.81,0.0,0.6597,1,0
2020-02-10,21:54:27,eschor,Elana Schor,"Klobuchar's spox also answered clearly to NYT about whether abortion opponents should be welcomed as Dems: ""...members can have different personal views on reproductive health and still be members and candidates of the Democratic Party.""  ",['andyrowell'],[],https://twitter.com/eschor/status/1226987820323135495,"[{'user_id': '46417885', 'username': 'eschor'}, {'user_id': '15895416', 'username': 'AndyRowell'}]",en,0.134,0.866,0.0,0.6249,1,0
