date,time,username,name,tweet,mentions,hashtags,link,reply_to,language,positive_sentiment,neutral_sentiment,negative_sentiment,compound_sentiment,positive_tweet,negative_tweet
2020-02-10,23:58:10,pantsuitpolitic,PantsuitPolitics,"Gov Lynch: third reason- ""Joe Biden will beat Donald Trump"". First big cheer from the crowd",[],[],https://twitter.com/PantsuitPolitic/status/1227018954843074560,"[{'user_id': '4064180956', 'username': 'PantsuitPolitic'}]",en,0.18,0.82,0.0,0.5106,1,0
2020-02-10,23:57:29,pantsuitpolitic,PantsuitPolitics,Gov Lynch: the second reason is I like Joe Biden. He's a good guy,[],[],https://twitter.com/PantsuitPolitic/status/1227018781349830656,"[{'user_id': '4064180956', 'username': 'PantsuitPolitic'}]",en,0.351,0.649,0.0,0.6597,1,0
2020-02-10,23:56:31,jazmineulloa,Jazmine Ulloa,"MANCHESTER, NH — Bill Shaheen just made the most concise electability pitch I’ve heard from Joe Biden’s surrogates in recent days.  ",[],[],https://twitter.com/jazmineulloa/status/1227018539128774656,"[{'user_id': '62624808', 'username': 'jazmineulloa'}]",en,0.171,0.829,0.0,0.6037,1,0
2020-02-10,23:54:45,rmconservative,Daniel Horowitz,The GOP version of Joe Biden  ,[],[],https://twitter.com/RMConservative/status/1227018093869850625,"[{'user_id': '252398355', 'username': 'RMConservative'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,23:51:50,ebonybowden,Ebony Bowden,"SCOOP: A group of bitter anti-Trump Republicans secretly schemed to boost Joe Biden’s campaign in Iowa and New Hampshire, internal emails show.  ",[],[],https://twitter.com/ebonybowden/status/1227017360512618497,"[{'user_id': '100390281', 'username': 'ebonybowden'}]",en,0.195,0.697,0.108,0.3034,1,0
2020-02-10,23:51:10,pantsuitpolitic,PantsuitPolitics,Surrogate for Biden: How many of you in here have worked harder than Joe? There are no hands. No one. He's working so hard for you. He doesn't have to do this.,[],[],https://twitter.com/PantsuitPolitic/status/1227017192803356672,"[{'user_id': '4064180956', 'username': 'PantsuitPolitic'}]",en,0.0,0.822,0.178,-0.6447,0,1
2020-02-10,23:49:06,abcpolitics,ABC News Politics,Joe Biden on President Trump getting acquitted in the Senate impeachment trial: “I’m worried this guy’s just got a free pass now on anybody.”  ,[],[],https://twitter.com/ABCPolitics/status/1227016675339444229,"[{'user_id': '16815644', 'username': 'ABCPolitics'}]",en,0.193,0.727,0.08,0.4767,1,0
2020-02-10,23:45:01,stevebrookstein,Steve Brookstein,"Bonnie Greer says the only man who can beat Trump is....wait for it....

JOE FUCKING BIDEN?!!!

Is she mad??

#newsnight",[],['#newsnight'],https://twitter.com/stevebrookstein/status/1227015644341821441,"[{'user_id': '175153531', 'username': 'stevebrookstein'}]",en,0.0,0.805,0.195,-0.6824,0,1
2020-02-10,23:44:15,matthewbetley,Matthew Betley,That was their final project of the quarter. They all got an A+ in Political Music Inspiration & Interpretation...also known as Joe Biden's Dirty Dancing.,['kurtschlichter'],[],https://twitter.com/MatthewBetley/status/1227015451240210435,"[{'user_id': '2979242392', 'username': 'MatthewBetley'}, {'user_id': '18089606', 'username': 'KurtSchlichter'}]",en,0.12,0.777,0.102,0.128,1,0
2020-02-10,23:43:02,lynnsweet,Lynn Sweet,"That’s Sean Hannity at Joe Biden election eve event at church in Manchester, New Hampshire #fitn #nhpolitics ",[],"['#fitn', '#nhpolitics']",https://twitter.com/lynnsweet/status/1227015146654126081,"[{'user_id': '14688489', 'username': 'lynnsweet'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,23:41:31,costareports,Robert Costa,2024/GOP notes from here at Trump rally in NH... crowd was chanting “46! 46! 46!” as Donald Trump Jr. spoke and criticized Speaker Pelosi and former VP Joe Biden. Big cheers for VP Pence as he talks up WH’s case for reelect. And Sen. Rick Scott is making the rounds.,[],[],https://twitter.com/costareports/status/1227014763521200129,"[{'user_id': '86129724', 'username': 'costareports'}]",en,0.073,0.881,0.046,0.3561,1,0
2020-02-10,23:39:53,nydailynews,New York Daily News,"AG William Barr said he has left “an open door"" for Rudy Giuliani to hand over Ukrainian political dirt on Joe Biden for Justice Department review

This is suggesting Barr's all ears to the debunked allegations.
 ",[],[],https://twitter.com/NYDailyNews/status/1227014352512933888,"[{'user_id': '9763482', 'username': 'NYDailyNews'}]",en,0.157,0.786,0.057,0.6369,1,0
2020-02-10,23:34:35,mrrandyhavens,Randy Havens,Listen up you junkyard dogface Huckleberry Hound! Joe Biden's back ALL RIGHT!,['corywoodroof47'],[],https://twitter.com/MrRandyHavens/status/1227013022066982912,"[{'user_id': '2497736059', 'username': 'MrRandyHavens'}, {'user_id': '294337771', 'username': 'CoryWoodroof47'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,23:34:01,postopinions,Washington Post Opinions,"From @petridishes: Joe Biden is the most electable candidate, just not right here or right now  ",['petridishes'],[],https://twitter.com/PostOpinions/status/1227012879293075456,"[{'user_id': '14345812', 'username': 'PostOpinions'}, {'user_id': '49986034', 'username': 'petridishes'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,23:32:01,jeffcoxwgxa,Jeff Cox,"The moment Joe Biden called a #Mercer student a 'lying, dog-faced pony soldier.'

MORE FROM @WGXAnews:  ",['wgxanews'],['#mercer'],https://twitter.com/JeffCoxWGXA/status/1227012373501956097,"[{'user_id': '3438472119', 'username': 'JeffCoxWGXA'}, {'user_id': '1511639706', 'username': 'WGXAnews'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,23:27:46,laurenegambino,Lauren Gambino,"Donald Trump Jr. says ""I sorta want it to be Joe."" 

""All I want for Christmas is him one-on-one with Donald Trump for six months,"" he said after doing a fuddy-duddy impression of Biden, quoting his dog-faced pony soldier comment.",[],[],https://twitter.com/laurenegambino/status/1227011305233682432,"[{'user_id': '16206682', 'username': 'laurenegambino'}]",en,0.101,0.899,0.0,0.2297,1,0
2020-02-10,23:27:15,richzeoli,Rich Zeoli,"These idiots are gonna LOSE twice! “Never Trump' Republicans backing Joe Biden in NH primary, emails show  ",['nypost'],[],https://twitter.com/Richzeoli/status/1227011172748218375,"[{'user_id': '19034576', 'username': 'Richzeoli'}, {'user_id': '17469289', 'username': 'nypost'}]",en,0.234,0.615,0.151,0.2244,1,0
2020-02-10,23:26:50,skynewsaust,Sky News Australia,"The New Republic Reporter Alex Shephard says The Democratic Party had hoped the Iowa caucuses would have been a ""coronation for Joe Biden"" but things have ended up being ""significantly worse than anticipated"".

MORE:  ",[],[],https://twitter.com/SkyNewsAust/status/1227011070004469760,"[{'user_id': '16834659', 'username': 'SkyNewsAust'}]",en,0.097,0.794,0.11,-0.3612,0,1
2020-02-10,23:23:10,globepolitical,Globe Politics,Former vice president Joe Biden said on Monday that he could survive a fourth-place finish in the New Hampshire primary on Tuesday and still go on to win the Democratic presidential nomination.  ,[],[],https://twitter.com/GlobePolitical/status/1227010148134268929,"[{'user_id': '24765589', 'username': 'GlobePolitical'}]",en,0.112,0.888,0.0,0.5859,1,0
2020-02-10,23:22:37,katyturnbc,Katy Tur,“If Joe Biden came out to a crowd like this he’d say it’s great to be here in Florida.” - Don JR in N.H. mocking Biden to laughs.,[],[],https://twitter.com/KatyTurNBC/status/1227010007696388096,"[{'user_id': '39000115', 'username': 'KatyTurNBC'}]",en,0.284,0.638,0.078,0.7964,1,0
2020-02-10,23:19:50,joelpollak,Joel B. Pollak,"As Joe Biden Fades in New Hampshire, Supporters Look to 'Diverse' Nevada, South Carolina #NewHampshire #2020 ",[],['#newhampshire'],https://twitter.com/joelpollak/status/1227009307193102341,"[{'user_id': '10292132', 'username': 'joelpollak'}]",en,0.162,0.838,0.0,0.4404,1,0
2020-02-10,23:19:01,emilypurser,Emily Purser Brown,Trump confidante and Fox host Sean Hannity has come to Joe Biden’s last rally before the New Hampshire vote - Trump is two miles down the road at his own rally. He’s chatting to voters as they wait for the event to start...having the odd theatrical row.  ,[],[],https://twitter.com/EmilyPurser/status/1227009101751869445,"[{'user_id': '19077924', 'username': 'EmilyPurser'}]",en,0.0,0.951,0.049,-0.3182,0,1
2020-02-10,23:19:00,dankeberhart,Dan K. Eberhart,"New Hampshire voters love their guns, and love the 2nd Amendment. For Joe Biden to be talking down an issue that voters there very much care about while his campaign is floundering and sinking further is a very bad strategy. #nhpolitics ",[],['#nhpolitics'],https://twitter.com/DanKEberhart/status/1227009097758904320,"[{'user_id': '26157047', 'username': 'DanKEberhart'}]",en,0.23,0.697,0.073,0.8436,1,0
2020-02-10,23:16:12,joanegreve,Joan Greve,"It’s primary eve in New Hampshire, and Joe Biden is about to address supporters at St. George Greek Orthodox Cathedral in Manchester.  ",[],[],https://twitter.com/joanegreve/status/1227008394327969794,"[{'user_id': '181304710', 'username': 'joanegreve'}]",en,0.121,0.879,0.0,0.4404,1,0
2020-02-10,23:15:00,kalbtv5,KALB News Channel 5,NEW HAMPSHIRE PRIMARY: Democratic presidential candidate Joe Biden and his top backers are downplaying expectations on the eve of New Hampshire’s first-in-the-nation primary.  ,[],[],https://twitter.com/KALBtv5/status/1227008092010840065,"[{'user_id': '99127272', 'username': 'KALBtv5'}]",en,0.076,0.924,0.0,0.2023,1,0
2020-02-10,23:15:00,dayton247now,Dayton 24/7 Now,"WEIGH IN: Is Joe Biden 'electable' at this point?
 ",[],[],https://twitter.com/dayton247now/status/1227008091276947457,"[{'user_id': '82184065', 'username': 'dayton247now'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,23:07:38,nypost,New York Post,"'Never Trump' Republicans backing Joe Biden in NH primary, emails show  ",[],[],https://twitter.com/nypost/status/1227006238430552065,"[{'user_id': '17469289', 'username': 'nypost'}]",en,0.281,0.643,0.077,0.5939,1,0
2020-02-10,23:06:14,marksimoneny,MARK SIMONE,"Doesn't Joe Biden's wife keep claiming she's a doctor?  Then why doesn't she help her husband?  He looks like a ghost. If an emergency room Dr. saw someone walk in looking like that, he'd get him on a gurney right away.  Are we supposed to keep pretending he's okay?",[],[],https://twitter.com/MarkSimoneNY/status/1227005885983141892,"[{'user_id': '18071459', 'username': 'MarkSimoneNY'}]",en,0.161,0.709,0.13,0.1734,1,0
2020-02-10,23:05:21,bakermachado,Baker Machado,".@SeanHannity has made his way into a Joe Biden event here in Manchester, NH asking Biden supporters questions.  ",['seanhannity'],[],https://twitter.com/BakerMachado/status/1227005664419045378,"[{'user_id': '30968086', 'username': 'BakerMachado'}, {'user_id': '41634520', 'username': 'seanhannity'}]",en,0.313,0.687,0.0,0.7804,1,0
2020-02-10,23:05:03,blackhillsfox,KEVN Black Hills FOX,Joe Biden downplays New Hampshire amid last-minute scramble  ,[],[],https://twitter.com/BlackHillsFOX/status/1227005589026492417,"[{'user_id': '141362489', 'username': 'BlackHillsFOX'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,23:04:41,larryoconnor,Larry O'Connor,"Joe Biden on how the US government will turn hellfire missiles on the American people... or something. 
  ",[],[],https://twitter.com/LarryOConnor/status/1227005495103250434,"[{'user_id': '89297892', 'username': 'LarryOConnor'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,23:03:51,davidharsanyi,David Harsanyi,"“You don’t need your guns because we can annihilate you with advanced military weaponry” is a hell of an electoral sales pitch, Joe Biden.  ",[],[],https://twitter.com/davidharsanyi/status/1227005286281621504,"[{'user_id': '15302774', 'username': 'davidharsanyi'}]",en,0.072,0.761,0.167,-0.5574,0,1
2020-02-10,23:03:04,davidharsanyi,David Harsanyi,Joe Biden Will Crush Your Silly Revolution with F-15s and Hellfire Missiles  ,[],[],https://twitter.com/davidharsanyi/status/1227005090730565632,"[{'user_id': '15302774', 'username': 'davidharsanyi'}]",en,0.087,0.787,0.126,-0.128,0,1
2020-02-10,23:03:03,texasstandard,Texas Standard,"Without A Strong New Hampshire Showing, Joe Biden Could Be In Trouble  ",[],[],https://twitter.com/TexasStandard/status/1227005083553947648,"[{'user_id': '2533104750', 'username': 'TexasStandard'}]",en,0.0,0.625,0.375,-0.6599,0,1
2020-02-10,23:02:49,jonstreet,Jon Street,VIDEO: NH students say which Dem they'll support. Joe Biden never comes up.  ,[],[],https://twitter.com/JonStreet/status/1227005026402480129,"[{'user_id': '500340487', 'username': 'JonStreet'}]",en,0.376,0.624,0.0,0.7672,1,0
2020-02-10,23:00:09,jezebel,Jezebel,"Welp, we have found the youths that support Joe Biden  ",[],[],https://twitter.com/Jezebel/status/1227004352897912832,"[{'user_id': '8192222', 'username': 'Jezebel'}]",en,0.231,0.769,0.0,0.4019,1,0
2020-02-10,23:00:04,wbkotv,WBKO Television,Democratic presidential candidate Joe Biden and his top backers are downplaying expectations on the eve of New Hampshire’s first-in-the-nation primary.  ,[],[],https://twitter.com/wbkotv/status/1227004334216564736,"[{'user_id': '183262275', 'username': 'wbkotv'}]",en,0.087,0.913,0.0,0.2023,1,0
2020-02-10,22:59:03,ledgerenquirer,The Ledger-Enquirer,Joe Biden sings remix of Backstreet Boys song with Mercer students. It went viral.  ,[],[],https://twitter.com/LedgerEnquirer/status/1227004076401004544,"[{'user_id': '14882842', 'username': 'LedgerEnquirer'}]",en,0.0,1.0,0.0,0.0,0,0
2020-02-10,22:56:45,thomaskaplan,Thomas Kaplan,"How is Joe Biden feeling on the eve of the New Hampshire primary?

“I feel good,” he told volunteers in Salem.

“It’s feeling good,” he said at another point. 

“We’re feeling good,” he declared. 

“It just feels good,” he affirmed.

 ",[],[],https://twitter.com/thomaskaplan/status/1227003500263018498,"[{'user_id': '31053563', 'username': 'thomaskaplan'}]",en,0.108,0.892,0.0,0.3612,1,0
2020-02-10,22:54:08,meetthepress,Meet the Press,".@sahilkapur says for Joe Biden, Iowa is an ""open wound,"" and ""New Hampshire could turn that into a fatal wound if he doesn't patch it up"" because Biden's ""single-biggest selling-point"" is electability #MTPDaily",['sahilkapur'],['#mtpdaily'],https://twitter.com/MeetThePress/status/1227002839236513793,"[{'user_id': '11856892', 'username': 'MeetThePress'}, {'user_id': '19847765', 'username': 'sahilkapur'}]",en,0.0,0.899,0.101,-0.5423,0,1
2020-02-10,22:48:10,jeneps,Jennifer Epstein,Biden's definitely picked up the pace on his national TV appearances recently. He'll be on Morning Joe tomorrow and The View on Thursday with Dr. Biden. He was on CBS This Morning today and ABC This Week yesterday.,[],[],https://twitter.com/jeneps/status/1227001338317418502,"[{'user_id': '45399148', 'username': 'jeneps'}]",en,0.068,0.932,0.0,0.4019,1,0
2020-02-10,22:47:52,jeffcoxwgxa,Jeff Cox,"#Mercer students and Joe Biden have a weird relationship. First, a student is called a strange name and now they are remixing Backstreet Boys.  ",[],['#mercer'],https://twitter.com/JeffCoxWGXA/status/1227001262773809155,"[{'user_id': '3438472119', 'username': 'JeffCoxWGXA'}]",en,0.0,0.844,0.156,-0.3612,0,1
2020-02-10,22:46:47,cbckatie,Katie Simpson,Joe Biden supporters are starting to gather inside the gym of a Greek Orthodox Cathedral in Manchester New Hampshire ahead of a rally that will start in about an hour.  ,[],[],https://twitter.com/CBCKatie/status/1227000992849387522,"[{'user_id': '24215395', 'username': 'CBCKatie'}]",en,0.097,0.903,0.0,0.4404,1,0
2020-02-10,22:40:47,guardiannews,Guardian news,"'A lying, dog-faced pony soldier': just what was Joe Biden talking about?  ",[],[],https://twitter.com/guardiannews/status/1226999480223981568,"[{'user_id': '788524', 'username': 'guardiannews'}]",en,0.0,0.764,0.236,-0.5267,0,1
